"citation_context",citation_intent
"F1 (Kabullenici) = Madde Ortalaması (1, 2, 3, 4, 5), F2 (Korunmacı) = Madde Ortalaması (6, 7, 8, 9, 10), F3 (Korumacı) = Madde Ortalaması (11, , F4 (Destek) = Madde Ortalaması  .",other
"Eşit Derinlikli Gruplama Metodu (Han vd., 2011) ile tekrar kategorik hale getirilmiştir.",basis
"Veri setinin etiketleri sürekli olduğu durumda bu etiketleri ayrıklaştırmak tahmin gücünü arttırmanın en iyi yoludur (Goldrath vd.,1988) .",basis
"Verilerin ayrıklaştırılması için en çok kullanılan iki yöntem, eşit genişlikli ve eşit derinlikli gruplama metotlarıdır (Han, vd., 2011) .",basis
"İki yöntem arasındaki farkları daha iyi anlayabilmek için örnek veri seti: 18, olmak üzere bu veri setinin eşit genişlik ve eşit derinlik yöntemlerine göre ayrıklaştırılmış halleri, oluşan küme sınırları, küme genişlikleri ve küme derinlikleri Tablo 3'de gösterilmiştir.",other
"Birliktelik kuralı madenciliği, veri tabanında bazı asgari destek ve asgari güven kısıtlamalarını karşılayan tüm kuralları bulmaya yarayan bir analizdir (Agrawal ve Srikant, 1994) .",basis
"İlişki kuralları, aslen birkaç üründen oluşan bir işlemi açıklayan satış noktası verilerinden türetilmiştir (Linoff ve Berry, 2011) .",background
"Günümüzde, otel rezervasyonları, telekomünikasyon hizmetleri, bankacılık ürünleri (Linoff ve Berry, 2011) , olası tedavi kombinasyonlarında oluşan komplikasyonların tahmini, sahtekârlık ya da dolandırıcılık içeren işlemlerin tespiti gibi birçok alanda birliktelik analizleri kullanılmaktadır.",background
"Korelasyon analizi yalnızca ilişkinin yönünü ve gücünü göstermektedir, elde edilen kaldıraç değerleri ise bir durumun gerçekleşmesinin diğer durumu ne kadar etkilediğini göstermektedir (Han vd., 2011) .",basis
"Bu durum, insan kaynakları yönetiminin tek bir paradigmanın ötesinde taşımak gerektiği ve farklı yaklaşımların birlikte ele alınarak önemli çıkarımlar yapılabileceği düşüncesini (Nechanska vd., 2020) desteklemektedir.",support
"olgunluğu erişmediği düşünüldüğünde (Brinsfield, 2013) , elde edilen sonuçlar çalışan sessizliği türleri (özellikle korumacı sessizlik)",other
"İki-kanallı AR kafes yaklaşımı ile iki-boyutlu ARMA parametre tanılama Nurşen YILDIZ SARI * , Ahmet Hamdi KAYRAN İTÜ Fen Bilimleri Enstitüsü, Two-dimensional ARMA parameter identification with two-channel AR lattice approach",other
"Sayısal dayanıklılıkları nedeni ile kafes yapıları altında doğrusal tanılamaya özel bir ilgi oluşmuştur (Lim ve Parker, 1986) .",background
"İki-boyutlu alanların yansıma katsayıları ile modellenmesi ilk olarak Marzetta (1980) tarafından sunulmuştur.",background
"Farklı özelliklere sahip bir çok geçerli yapı oluşturulmuştur (Parker ve Kayran, 1984; .",background
"Bu araştırmanın temel ilgi alanı, ARMA model derecesinin bilindiğini kabul ederek, sistem girişi x(k 1 , k 2 ) ve sistem çıkışı y(k 1 , k 2 )'nin örneklenmiş gözlemlerinden, iki-boyutlu dikgen kafes yapılarını kullanarak iki-boyutlu doğrusal öteleme ile değişmeyen (linear shift invariant-LSI) sistemler için model parametrelerini tanılayabilmektir (Sarı ve Kayran, 2005) .",background
"öngörü yanılgılarını kullanan bir yöntem önerilmiştir (Kayran, 1996a) .",background
"Önerilen bu yöntem önceden Perry (1980) tarafından, birboyutlu durumlar için önerilen yöntemin ikiboyuta genelleştirilmiş biçimidir.",basis
"Karma kafes yapısı ile önerdiğimiz ilk koşul kanal girişleri kullanılarak, b 0 paramete kestirimi, M ≥ N ve M < N değerleri için, sırasıyla (17) ve (18) eşitliklerinde verildiği gibi hesaplanabilir (Sarı ve Kayran, 2005) .",basis
"El-Jaroudi, A. ve Makhoul, J., (1991) .",other
"Ertüzün, A., Kayran, A.H. ve Panayırcı, E., (1992) .",other
"An improved 2-D lattice filter and its entropy relations, Signal Processing, 28, 1-24. Kayran, A.H., (1996a) .",other
"2D ARMA Lattice Modeling Using Two-Channel AR Lattice Approach, Electronics Letters, 32, 16, 1434 .",other
"Two-dimensional orthogonal lattice structures for autoregresive modeling of random fields, IEEE Transactions on Signal Processing, 44, 4, 963-978. Kwan, H.K ve Liu, Y.C., (1989)",other
"Görüntü elde etme esnasında çeşitli nedenlerden dolayı görüntüye eklenen istenmeyen sinyaller gürültü olarak adlandırılmaktadır [1] .",background
"Görüntü hayatımızın birçok alanının ayrılmaz bir parçası haline gelmiştir [2] .",background
"Görüntüler elde edilirken veya bir yerden bir yere aktarılırken toz, ışık, ses, sıcaklık gibi çevresel etkenler görüntülerde gürültüye sebep olmaktadır [3] .",background
"Görüntülerdeki gürültüyü gidermek için Gauss ve adaptif medyan filtreleri gibi filtreleme yöntemleri kullanılmaktadır [4] .",background
"Dolayısıyla gürültü türünün doğru bir şekilde tahmin edilmesi, uygun filtre kullanımı sağlamak ve başarı oranını artırmak için önemlidir [5] .",background
"Kaynaklarda, anlık ve keskin sinyal değişimleri sonucu ortaya çıkan görüntüde siyah ve beyaz noktaların oluşmasına neden olan tuz-biber gürültüsü, sıcaklığın yüksek olması, az miktarda aydınlatma olması ve transferden kaynaklı görüntüye eklenen gauss gürültüsü, benek değerlerinin rastgele çarpılması sonucu oluşan benek gürültüsü gibi gürültü türlerine sıklıkla rastlanmaktadır [6] .",background
"ImageNet yarışmasında birinci olan AlexNet mimarisi ile başlamış ve yüksek başarı gösteren VGG16, LeNet, GoogleNet ve ResNet mimarileri ile devam etmiştir [7] .",background
"Görüntü tanıma ve sınıflandırmada sağlık [8] , finans  , savunma  , tarım   ve çevre   gibi farklı alanlarda derin öğrenme mimarilerinin kullanımı tercih edilir olmuştur.",background
"Son yıllarda büyük ilerleme kaydeden derin öğrenme algoritmalarından ESA, bilgisayarla görü, konuşma işleme gibi çeşitli alanlarda farklı görüntü tanıma görevlerinde kullanılmaktadır [13] .",background
"Çalışmamızda derin öğrenme için etkili ve pratik kabul edilen, RMSProp [14] , Adagrad  , Adam  , Adadelta   ve SGD   olmak üzere beş farklı eniyileme algoritması kullanılmıştır.",basis
"Sınırlı eğitim verisine sahip derin öğrenme alanındaki çalışmalarda, önceden eğitilmiş ve iyi sonuçlar veren transfer öğrenme modeli kullanılarak yapılacak olan tahmin işlevinin öğrenme başarımını iyileştirmesi beklenmektedir [19] .",background
"Tai ve Yang görüntü gürültüsü tahmini için basit ve hızlı bir algoritma önermiştir [20] .",background
"Zoran ve Weiss doğal görüntülerin ölçekler boyunca sabit bir basıklık değerine sahip olması gerektiğini belirtmektedir [21] .",background
"gauss gürültüsü [21, , benek gürültüsü  , tuz-biber gürültüsü   giderilmesine yönelik olmaktadır.",background
"Bu çalışmalar çoğunlukla tek bir gürültü türünün: gauss gürültüsü  , benek gürültüsü [5] , tuz-biber gürültüsü   giderilmesine yönelik olmaktadır.",background
"Pimpalkhute ve ark. sayısal görüntülerdeki gauss gürültüsünün Ayrık Dalgalı Dönüşüm (DWT) yöntemi ile ortadan kaldırılması ile oluşturulan gürültü tahmin modeli önermiştir [23] .",background
"görüntüleri gürültüden arındırmak için çok katmanlı algılayıcı (Multi Layer Perceptron -MLP) kullanmayı önermektedir [21] .",background
"Magud ve ark. ultrason görüntülerde yaygın olan gürültü tiplerinden benek gürültüsünün, noktaların bir benekten daha büyük olduğu durumlar da dahil olmak üzere, giderilmesi için geliştirilmiş bir medyan filtresi önermektedir [5] .",background
"Güraksın görüntülerde sıklıkla karşılaşılan tuz-biber gürültüsünün giderilmesi için k-ortalama algoritması kullanılarak tasarlanan bir filtre önermektedir [24] .",background
"görüntülerde saptanan tuz-biber gürültüsünün giderilmesi için uyarlamalı medyan filtresi ve görüntülerde tuz-biber gürültüsü olmayan yerler içinde anahtarlamalı Gauss filtresi uygulamayı önermektedir [4] .",background
"evrişimsel sinir ağlarının, görüntüden gürültü gidermek için kullanılan diğer algoritmalara göre nasıl başarım gösterdiğini kıyaslamak için VGG16 ve Inception-v3 algoritmalarını kullanmıştır [26] .",discuss
"ark. gürültü türü saptamak için sekiz evrişim katmanı, dört ortaklama katmanı ve üç tam bağlı katman olmak üzere toplam 15 katmanlı bir CNN modeli önermiştir [27] .",background
"Lemarchand gürültü türü saptamak için MobileNetV2 modelini kullanarak bir çalışma gerçekleştirmiştir [28] .",background
"Li ve ark. uzaktan algılama görüntülerindeki gürültü türlerini saptamaya yönelik bir çalışma gerçekleştirmiştir [29] .",background
"Tripathy ve ark. göğüs röntgeni görüntülerinde gürültüyü saptamak için farklı ESA modelleri kullanmıştır [30] .",background
"Rahman ve ark taramalı elektron mikroskobu görüntülerindeki gürültü türlerini saptama etmek için makine öğrenmesi yöntemlerini kullanmıştır [31]",background
"Ani ve keskin sinyal değişimleri sonucu ortaya çıkmaktadır [6] .",background
"Gürültülü görüntü, gauss gürültüsünde gerçek benek değerlerinin rastgele gauss gürültü değerleri ile toplanması sonucunda ortaya çıkmaktadır [25] .",background
"Benek gürültüsü ise gauss ve tuzbiber gürültülerinden farklı şekilde benek değerleri ile rastgele değerlerin çarpılması sonucu oluşmaktadır [6] .",background
"VGGNet mimarisi Simonyan ve Zisserman tarafından 2014 yılında geliştirilen ve ImageNet yarışmasında iyi bir başarı sergilemiş (% 7,3 hata oranı) bir derin öğrenme modelidir [32] .",background
"Modüllerdeki ortaklama katmanı özellik haritasının boyutunu küçültürken aynı zamanda en önemli bilgiyi korumak için kullanılmaktadır [33] .",background
"Transfer öğrenme kavramı, elde edilen bilgilerin yeni şeylerin öğrenilmesine aktarılabilmesi yönüyle insan öğrenme davranışına benzemektedir [34] .",background
"Literatürde sıklıkla karşılaşılan eniyileme algoritmaları RMSProp, Adam, Adagrad, Adadelta ve SGD eniyileme algoritmalarıdır [38] .",background
"Diğer eniyileme algoritmalarına kıyasla daha yavaş çalışmaktadır [18] .",background
"RMSProp, AdaGrad, Adam ve AdaDelta'nın SGD'nin bir uzantısı olduğu söylenebilir [39] .",background
"Sabit bir şekilde artan öğrenme oranının etkisinden kurtulmak için geliştirilmiştir [14] .",background
"Her bir adım için farklı bir öğrenme hızı kullanmaktadır [15] .",background
"Arama sırasında önce o ana kadar görülen parametrenin kısmi türevlerini toplayarak, ardından ilk öğrenme oranı hiperparametresini, karesi alınan kısmi türevlerin toplamının kareköküne bölerek her parametre için adım boyutunu hesaplamaktadır [40] .",background
"Manuel olarak belirlenmiş bir başlangıç öğrenme oranına ihtiyacı ortadan kaldırmak için tasarlanmıştır [40] .",background
"Uygulamalarda tercih edilmesinin temel sebepleri arasında; uygulanmasının kolay olması, bellek gereksiniminin küçük olması, sezgisel olması ile çok az ayarlama gerektirmesi, gürültülü veya seyrek eğilimli problemler için uygun olması yer almaktadır [16] .",background
